crop_path,cls,label,img_id,xmin,ymin,xmax,ymax,version
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005375_16_car.jpg,car,3,00005375,505,220,604,275,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001037_17_pickup_truck.jpg,pickup_truck,6,00001037,30,107,121,146,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004988_18_car.jpg,car,3,00004988,609,293,714,409,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003722_19_work_van.jpg,work_van,8,00003722,67,203,187,287,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003737_20_pedestrian.jpg,pedestrian,5,00003737,590,293,635,367,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003796_21_articulated_truck.jpg,articulated_truck,0,00003796,2,162,325,396,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003277_22_car.jpg,car,3,00003277,270,186,544,322,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000851_23_single_unit_truck.jpg,single_unit_truck,7,00000851,590,89,659,123,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001620_24_pedestrian.jpg,pedestrian,5,00001620,245,230,283,311,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000130_25_pickup_truck.jpg,pickup_truck,6,00000130,90,103,168,153,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002457_26_articulated_truck.jpg,articulated_truck,0,00002457,368,196,716,416,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003341_27_pickup_truck.jpg,pickup_truck,6,00003341,87,285,318,454,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002463_28_car.jpg,car,3,00002463,24,272,116,333,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002264_29_single_unit_truck.jpg,single_unit_truck,7,00002264,93,118,197,197,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004329_30_bicycle.jpg,bicycle,1,00004329,354,192,388,272,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003095_31_articulated_truck.jpg,articulated_truck,0,00003095,8,43,52,101,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002078_32_articulated_truck.jpg,articulated_truck,0,00002078,28,128,128,208,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003869_33_work_van.jpg,work_van,8,00003869,73,45,114,70,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001650_34_articulated_truck.jpg,articulated_truck,0,00001650,591,91,712,125,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001325_35_single_unit_truck.jpg,single_unit_truck,7,00001325,387,76,446,142,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004413_36_articulated_truck.jpg,articulated_truck,0,00004413,510,22,718,166,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000320_37_articulated_truck.jpg,articulated_truck,0,00000320,83,82,179,160,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004360_38_car.jpg,car,3,00004360,235,12,311,53,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002785_39_bus.jpg,bus,2,00002785,207,71,580,369,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004117_40_articulated_truck.jpg,articulated_truck,0,00004117,458,15,641,99,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003975_41_articulated_truck.jpg,articulated_truck,0,00003975,206,22,303,53,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002237_42_work_van.jpg,work_van,8,00002237,216,68,296,117,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001752_43_car.jpg,car,3,00001752,447,204,534,253,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002159_44_pickup_truck.jpg,pickup_truck,6,00002159,97,95,218,148,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004142_45_bicycle.jpg,bicycle,1,00004142,542,53,605,122,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004660_46_pedestrian.jpg,pedestrian,5,00004660,78,281,107,345,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001390_47_car.jpg,car,3,00001390,366,251,676,478,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005601_48_car.jpg,car,3,00005601,363,204,470,247,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003619_49_bus.jpg,bus,2,00003619,331,166,711,397,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005605_50_pickup_truck.jpg,pickup_truck,6,00005605,29,46,137,95,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001987_51_bus.jpg,bus,2,00001987,170,105,414,200,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003984_52_articulated_truck.jpg,articulated_truck,0,00003984,17,103,387,343,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001189_53_pickup_truck.jpg,pickup_truck,6,00001189,461,226,717,357,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005549_54_bus.jpg,bus,2,00005549,192,142,509,293,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005276_55_bus.jpg,bus,2,00005276,19,50,65,75,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005134_56_pickup_truck.jpg,pickup_truck,6,00005134,59,170,335,275,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002441_57_single_unit_truck.jpg,single_unit_truck,7,00002441,445,60,524,136,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004591_58_pickup_truck.jpg,pickup_truck,6,00004591,218,83,288,115,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002022_59_motorcycle.jpg,motorcycle,4,00002022,191,275,226,326,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003693_60_pedestrian.jpg,pedestrian,5,00003693,108,128,132,172,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003665_61_car.jpg,car,3,00003665,648,170,696,203,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001435_62_work_van.jpg,work_van,8,00001435,75,46,113,70,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003464_63_bus.jpg,bus,2,00003464,365,34,645,230,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003157_64_bicycle.jpg,bicycle,1,00003157,107,224,171,323,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001123_65_pickup_truck.jpg,pickup_truck,6,00001123,565,153,628,185,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000561_66_pedestrian.jpg,pedestrian,5,00000561,494,299,526,345,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002738_67_car.jpg,car,3,00002738,214,79,293,116,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005136_68_pickup_truck.jpg,pickup_truck,6,00005136,101,118,154,151,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002253_69_car.jpg,car,3,00002253,158,110,224,140,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000421_70_articulated_truck.jpg,articulated_truck,0,00000421,198,17,337,52,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002225_71_pickup_truck.jpg,pickup_truck,6,00002225,282,111,317,143,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004081_72_car.jpg,car,3,00004081,114,134,228,182,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000569_73_pickup_truck.jpg,pickup_truck,6,00000569,0,92,43,138,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004119_74_articulated_truck.jpg,articulated_truck,0,00004119,596,86,713,125,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000018_75_car.jpg,car,3,00000018,8,43,62,76,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000683_76_pickup_truck.jpg,pickup_truck,6,00000683,149,229,318,332,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002307_77_articulated_truck.jpg,articulated_truck,0,00002307,610,92,707,123,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001872_78_car.jpg,car,3,00001872,615,130,640,155,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003881_79_work_van.jpg,work_van,8,00003881,346,204,638,341,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001200_80_pickup_truck.jpg,pickup_truck,6,00001200,228,315,451,461,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005415_81_car.jpg,car,3,00005415,532,232,636,304,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002674_82_single_unit_truck.jpg,single_unit_truck,7,00002674,352,2,410,69,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002771_83_car.jpg,car,3,00002771,124,44,236,88,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005107_84_work_van.jpg,work_van,8,00005107,491,95,591,193,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001611_85_car.jpg,car,3,00001611,370,96,437,128,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002231_86_motorcycle.jpg,motorcycle,4,00002231,214,224,297,349,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001901_87_pickup_truck.jpg,pickup_truck,6,00001901,203,129,316,203,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003812_88_single_unit_truck.jpg,single_unit_truck,7,00003812,236,187,489,337,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003788_89_car.jpg,car,3,00003788,309,161,496,242,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004648_90_pickup_truck.jpg,pickup_truck,6,00004648,285,248,465,336,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005499_91_work_van.jpg,work_van,8,00005499,321,207,539,385,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003386_92_car.jpg,car,3,00003386,316,142,361,169,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000896_93_articulated_truck.jpg,articulated_truck,0,00000896,461,22,650,102,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002474_94_car.jpg,car,3,00002474,129,343,344,478,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005420_95_single_unit_truck.jpg,single_unit_truck,7,00005420,651,125,711,217,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002541_96_articulated_truck.jpg,articulated_truck,0,00002541,2,90,656,302,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000150_97_car.jpg,car,3,00000150,656,172,709,228,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001360_98_bus.jpg,bus,2,00001360,175,80,410,224,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001228_99_articulated_truck.jpg,articulated_truck,0,00001228,2,62,683,345,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000140_100_pickup_truck.jpg,pickup_truck,6,00000140,629,242,704,275,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001494_101_bus.jpg,bus,2,00001494,3,103,611,320,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005196_102_single_unit_truck.jpg,single_unit_truck,7,00005196,73,19,112,45,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004743_103_bicycle.jpg,bicycle,1,00004743,107,337,223,457,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000945_104_car.jpg,car,3,00000945,210,28,238,52,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003444_105_pickup_truck.jpg,pickup_truck,6,00003444,256,40,386,109,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004553_106_pedestrian.jpg,pedestrian,5,00004553,161,256,186,306,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005420_107_pickup_truck.jpg,pickup_truck,6,00005420,225,255,421,387,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004072_108_bus.jpg,bus,2,00004072,334,115,573,170,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005545_109_bus.jpg,bus,2,00005545,326,69,556,232,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004702_110_single_unit_truck.jpg,single_unit_truck,7,00004702,267,29,383,77,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002932_111_articulated_truck.jpg,articulated_truck,0,00002932,495,0,618,40,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002555_112_pickup_truck.jpg,pickup_truck,6,00002555,362,79,535,137,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000111_113_car.jpg,car,3,00000111,290,69,344,95,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004754_114_work_van.jpg,work_van,8,00004754,199,69,304,126,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001020_115_bicycle.jpg,bicycle,1,00001020,341,146,394,242,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000660_116_car.jpg,car,3,00000660,610,177,712,275,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005196_117_pickup_truck.jpg,pickup_truck,6,00005196,272,81,339,128,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004175_118_pickup_truck.jpg,pickup_truck,6,00004175,51,168,113,203,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005654_119_articulated_truck.jpg,articulated_truck,0,00005654,483,83,695,375,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000479_120_car.jpg,car,3,00000479,293,194,343,233,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002825_121_pickup_truck.jpg,pickup_truck,6,00002825,197,96,263,151,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00004898_122_car.jpg,car,3,00004898,20,69,71,110,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00005058_123_work_van.jpg,work_van,8,00005058,108,43,171,74,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003836_124_pickup_truck.jpg,pickup_truck,6,00003836,0,156,73,207,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001457_125_articulated_truck.jpg,articulated_truck,0,00001457,113,102,344,225,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003878_126_pedestrian.jpg,pedestrian,5,00003878,1,396,64,454,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000831_127_car.jpg,car,3,00000831,611,168,648,212,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00000090_128_work_van.jpg,work_van,8,00000090,492,152,712,298,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003579_129_articulated_truck.jpg,articulated_truck,0,00003579,1,115,154,318,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001023_130_pickup_truck.jpg,pickup_truck,6,00001023,239,55,337,104,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001410_131_pickup_truck.jpg,pickup_truck,6,00001410,257,45,305,70,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001687_132_pickup_truck.jpg,pickup_truck,6,00001687,257,61,341,103,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00001820_133_car.jpg,car,3,00001820,61,212,390,450,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00002651_134_car.jpg,car,3,00002651,136,108,196,141,v3_no_ambiguous
/Users/sameerkarur/Documents/Git/Data_science/07_IITK_AIML_Capstone/project1_autonomous_driving/data/part1/crops/00003248_135_car.jpg,car,3,00003248,380,189,462,220,v3_no_ambiguous
